Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_016920845.1	Primary Assembly	Un			JACDQR010000214.1	Chromosome		NW_024398233.1	unplaced-scaffold	16300			Contig222
GCF_016920845.1	Primary Assembly	Un			JACDQR010000215.1	Chromosome		NW_024398244.1	unplaced-scaffold	14932			Contig223
GCF_016920845.1	Primary Assembly	Un			JACDQR010000216.1	Chromosome		NW_024398255.1	unplaced-scaffold	25000			Contig224
GCF_016920845.1	Primary Assembly	Un			JACDQR010000217.1	Chromosome		NW_024398266.1	unplaced-scaffold	1302			Contig225
GCF_016920845.1	Primary Assembly	Un			JACDQR010000218.1	Chromosome		NW_024398277.1	unplaced-scaffold	1984			Contig226
GCF_016920845.1	Primary Assembly	Un			JACDQR010000219.1	Chromosome		NW_024398287.1	unplaced-scaffold	12292			Contig227
GCF_016920845.1	Primary Assembly	Un			JACDQR010000220.1	Chromosome		NW_024398324.1	unplaced-scaffold	3100			Contig231
GCF_016920845.1	Primary Assembly	Un			JACDQR010000221.1	Chromosome		NW_024398333.1	unplaced-scaffold	6314			Contig232
GCF_016920845.1	Primary Assembly	Un			JACDQR010000222.1	Chromosome		NW_024398342.1	unplaced-scaffold	13935			Contig233
GCF_016920845.1	Primary Assembly	Un			JACDQR010000223.1	Chromosome		NW_024398353.1	unplaced-scaffold	15273			Contig234
GCF_016920845.1	Primary Assembly	Un			JACDQR010000224.1	Chromosome		NW_024398361.1	unplaced-scaffold	855			Contig235
GCF_016920845.1	Primary Assembly	Un			JACDQR010000225.1	Chromosome		NW_024398370.1	unplaced-scaffold	2325			Contig236
GCF_016920845.1	Primary Assembly	Un			JACDQR010000226.1	Chromosome		NW_024398380.1	unplaced-scaffold	12890			Contig237
GCF_016920845.1	Primary Assembly	Un			JACDQR010000227.1	Chromosome		NW_024398387.1	unplaced-scaffold	1514			Contig238
GCF_016920845.1	Primary Assembly	Un			JACDQR010000228.1	Chromosome		NW_024398395.1	unplaced-scaffold	2243			Contig239
GCF_016920845.1	Primary Assembly	Un			JACDQR010000229.1	Chromosome		NW_024398404.1	unplaced-scaffold	9111			Contig240
GCF_016920845.1	Primary Assembly	Un			JACDQR010000230.1	Chromosome		NW_024398413.1	unplaced-scaffold	794			Contig241
GCF_016920845.1	Primary Assembly	Un			JACDQR010000231.1	Chromosome		NW_024398423.1	unplaced-scaffold	10978			Contig242
GCF_016920845.1	Primary Assembly	Un			JACDQR010000232.1	Chromosome		NW_024398434.1	unplaced-scaffold	10399			Contig243
GCF_016920845.1	Primary Assembly	Un			JACDQR010000233.1	Chromosome		NW_024398443.1	unplaced-scaffold	2330			Contig244
GCF_016920845.1	Primary Assembly	Un			JACDQR010000234.1	Chromosome		NW_024398453.1	unplaced-scaffold	2745			Contig245
GCF_016920845.1	Primary Assembly	Un			JACDQR010000235.1	Chromosome		NW_024398464.1	unplaced-scaffold	43408			Contig246
GCF_016920845.1	Primary Assembly	Un			JACDQR010000236.1	Chromosome		NW_024398474.1	unplaced-scaffold	10042			Contig247
GCF_016920845.1	Primary Assembly	Un			JACDQR010000237.1	Chromosome		NW_024398491.1	unplaced-scaffold	5686			Contig249
GCF_016920845.1	Primary Assembly	Un			JACDQR010000238.1	Chromosome		NW_024398510.1	unplaced-scaffold	772			Contig251
GCF_016920845.1	Primary Assembly	Un			JACDQR010000239.1	Chromosome		NW_024398520.1	unplaced-scaffold	1822			Contig252
GCF_016920845.1	Primary Assembly	Un			JACDQR010000240.1	Chromosome		NW_024398539.1	unplaced-scaffold	1896			Contig254
GCF_016920845.1	Primary Assembly	Un			JACDQR010000241.1	Chromosome		NW_024398548.1	unplaced-scaffold	1383			Contig255
GCF_016920845.1	Primary Assembly	Un			JACDQR010000242.1	Chromosome		NW_024398556.1	unplaced-scaffold	8994			Contig256
GCF_016920845.1	Primary Assembly	Un			JACDQR010000243.1	Chromosome		NW_024398566.1	unplaced-scaffold	1806			Contig257
GCF_016920845.1	Primary Assembly	Un			JACDQR010000244.1	Chromosome		NW_024398593.1	unplaced-scaffold	30663			Contig260
GCF_016920845.1	Primary Assembly	Un			JACDQR010000245.1	Chromosome		NW_024398601.1	unplaced-scaffold	46788			Contig261
GCF_016920845.1	Primary Assembly	Un			JACDQR010000246.1	Chromosome		NW_024398609.1	unplaced-scaffold	30938			Contig262
GCF_016920845.1	Primary Assembly	Un			JACDQR010000247.1	Chromosome		NW_024398620.1	unplaced-scaffold	4738			Contig263
GCF_016920845.1	Primary Assembly	Un			JACDQR010000248.1	Chromosome		NW_024398631.1	unplaced-scaffold	18012			Contig264
GCF_016920845.1	Primary Assembly	Un			JACDQR010000249.1	Chromosome		NW_024398639.1	unplaced-scaffold	3080			Contig265
GCF_016920845.1	Primary Assembly	Un			JACDQR010000250.1	Chromosome		NW_024398655.1	unplaced-scaffold	3844			Contig267
GCF_016920845.1	Primary Assembly	Un			JACDQR010000251.1	Chromosome		NW_024398666.1	unplaced-scaffold	26796			Contig268
GCF_016920845.1	Primary Assembly	Un			JACDQR010000252.1	Chromosome		NW_024398675.1	unplaced-scaffold	690			Contig269
GCF_016920845.1	Primary Assembly	Un			JACDQR010000253.1	Chromosome		NW_024398685.1	unplaced-scaffold	2087			Contig270
GCF_016920845.1	Primary Assembly	Un			JACDQR010000254.1	Chromosome		NW_024398694.1	unplaced-scaffold	10735			Contig271
GCF_016920845.1	Primary Assembly	Un			JACDQR010000255.1	Chromosome		NW_024398703.1	unplaced-scaffold	3276			Contig272
GCF_016920845.1	Primary Assembly	Un			JACDQR010000256.1	Chromosome		NW_024398714.1	unplaced-scaffold	3088			Contig273
GCF_016920845.1	Primary Assembly	Un			JACDQR010000257.1	Chromosome		NW_024398721.1	unplaced-scaffold	7227			Contig274
GCF_016920845.1	Primary Assembly	Un			JACDQR010000258.1	Chromosome		NW_024398730.1	unplaced-scaffold	1011			Contig275
GCF_016920845.1	Primary Assembly	Un			JACDQR010000259.1	Chromosome		NW_024398738.1	unplaced-scaffold	1488			Contig276
GCF_016920845.1	Primary Assembly	Un			JACDQR010000260.1	Chromosome		NW_024398748.1	unplaced-scaffold	12813			Contig277
GCF_016920845.1	Primary Assembly	Un			JACDQR010000261.1	Chromosome		NW_024398757.1	unplaced-scaffold	7288			Contig278
GCF_016920845.1	Primary Assembly	Un			JACDQR010000262.1	Chromosome		NW_024398765.1	unplaced-scaffold	1343			Contig279
GCF_016920845.1	Primary Assembly	Un			JACDQR010000263.1	Chromosome		NW_024398775.1	unplaced-scaffold	1891			Contig280
GCF_016920845.1	Primary Assembly	Un			JACDQR010000264.1	Chromosome		NW_024398780.1	unplaced-scaffold	7337			Contig281
GCF_016920845.1	Primary Assembly	Un			JACDQR010000265.1	Chromosome		NW_024398788.1	unplaced-scaffold	3340			Contig282
GCF_016920845.1	Primary Assembly	Un			JACDQR010000266.1	Chromosome		NW_024398796.1	unplaced-scaffold	2931			Contig283
GCF_016920845.1	Primary Assembly	Un			JACDQR010000267.1	Chromosome		NW_024398800.1	unplaced-scaffold	1625			Contig284
GCF_016920845.1	Primary Assembly	Un			JACDQR010000268.1	Chromosome		NW_024398811.1	unplaced-scaffold	1303			Contig285
GCF_016920845.1	Primary Assembly	Un			JACDQR010000269.1	Chromosome		NW_024398819.1	unplaced-scaffold	3845			Contig286
GCF_016920845.1	Primary Assembly	Un			JACDQR010000270.1	Chromosome		NW_024398830.1	unplaced-scaffold	7308			Contig287
GCF_016920845.1	Primary Assembly	Un			JACDQR010000271.1	Chromosome		NW_024398839.1	unplaced-scaffold	1072			Contig288
GCF_016920845.1	Primary Assembly	Un			JACDQR010000272.1	Chromosome		NW_024398847.1	unplaced-scaffold	2877			Contig289
GCF_016920845.1	Primary Assembly	Un			JACDQR010000273.1	Chromosome		NW_024398858.1	unplaced-scaffold	1230			Contig290
GCF_016920845.1	Primary Assembly	Un			JACDQR010000274.1	Chromosome		NW_024398867.1	unplaced-scaffold	3462			Contig291
GCF_016920845.1	Primary Assembly	Un			JACDQR010000275.1	Chromosome		NW_024398877.1	unplaced-scaffold	2526			Contig292
GCF_016920845.1	Primary Assembly	Un			JACDQR010000276.1	Chromosome		NW_024398886.1	unplaced-scaffold	1185			Contig293
GCF_016920845.1	Primary Assembly	Un			JACDQR010000277.1	Chromosome		NW_024398895.1	unplaced-scaffold	1071			Contig294
GCF_016920845.1	Primary Assembly	Un			JACDQR010000278.1	Chromosome		NW_024398904.1	unplaced-scaffold	5326			Contig295
GCF_016920845.1	Primary Assembly	Un			JACDQR010000279.1	Chromosome		NW_024398911.1	unplaced-scaffold	4457			Contig296
GCF_016920845.1	Primary Assembly	Un			JACDQR010000280.1	Chromosome		NW_024398921.1	unplaced-scaffold	2688			Contig297
GCF_016920845.1	Primary Assembly	Un			JACDQR010000281.1	Chromosome		NW_024398930.1	unplaced-scaffold	1542			Contig298
GCF_016920845.1	Primary Assembly	Un			JACDQR010000282.1	Chromosome		NW_024398940.1	unplaced-scaffold	8814			Contig299
GCF_016920845.1	Primary Assembly	Un			JACDQR010000283.1	Chromosome		NW_024398952.1	unplaced-scaffold	2442			Contig300
GCF_016920845.1	Primary Assembly	Un			JACDQR010000284.1	Chromosome		NW_024398957.1	unplaced-scaffold	1982			Contig301
GCF_016920845.1	Primary Assembly	Un			JACDQR010000285.1	Chromosome		NW_024398965.1	unplaced-scaffold	1372			Contig302
GCF_016920845.1	Primary Assembly	Un			JACDQR010000286.1	Chromosome		NW_024398972.1	unplaced-scaffold	3238			Contig303
GCF_016920845.1	Primary Assembly	Un			JACDQR010000287.1	Chromosome		NW_024398983.1	unplaced-scaffold	3042			Contig304
GCF_016920845.1	Primary Assembly	Un			JACDQR010000288.1	Chromosome		NW_024398992.1	unplaced-scaffold	1788			Contig305
GCF_016920845.1	Primary Assembly	Un			JACDQR010000289.1	Chromosome		NW_024399003.1	unplaced-scaffold	20451			Contig306
GCF_016920845.1	Primary Assembly	Un			JACDQR010000290.1	Chromosome		NW_024399014.1	unplaced-scaffold	8872			Contig307
GCF_016920845.1	Primary Assembly	Un			JACDQR010000291.1	Chromosome		NW_024399023.1	unplaced-scaffold	4108			Contig308
GCF_016920845.1	Primary Assembly	Un			JACDQR010000292.1	Chromosome		NW_024399034.1	unplaced-scaffold	20000			Contig309
GCF_016920845.1	Primary Assembly	Un			JACDQR010000293.1	Chromosome		NW_024399044.1	unplaced-scaffold	1282			Contig310
GCF_016920845.1	Primary Assembly	Un			JACDQR010000294.1	Chromosome		NW_024399055.1	unplaced-scaffold	11866			Contig311
GCF_016920845.1	Primary Assembly	Un			JACDQR010000295.1	Chromosome		NW_024399066.1	unplaced-scaffold	37933			Contig312
GCF_016920845.1	Primary Assembly	Un			JACDQR010000296.1	Chromosome		NW_024399076.1	unplaced-scaffold	39821			Contig313
GCF_016920845.1	Primary Assembly	Un			JACDQR010000297.1	Chromosome		NW_024399084.1	unplaced-scaffold	10343			Contig314
GCF_016920845.1	Primary Assembly	Un			JACDQR010000298.1	Chromosome		NW_024399092.1	unplaced-scaffold	12209			Contig315
GCF_016920845.1	Primary Assembly	Un			JACDQR010000299.1	Chromosome		NW_024399101.1	unplaced-scaffold	27974			Contig316
GCF_016920845.1	Primary Assembly	Un			JACDQR010000300.1	Chromosome		NW_024399108.1	unplaced-scaffold	1651			Contig317
GCF_016920845.1	Primary Assembly	Un			JACDQR010000301.1	Chromosome		NW_024399119.1	unplaced-scaffold	882			Contig318
GCF_016920845.1	Primary Assembly	Un			JACDQR010000302.1	Chromosome		NW_024399127.1	unplaced-scaffold	3719			Contig319
GCF_016920845.1	Primary Assembly	Un			JACDQR010000303.1	Chromosome		NW_024399138.1	unplaced-scaffold	27401			Contig320
GCF_016920845.1	Primary Assembly	Un			JACDQR010000304.1	Chromosome		NW_024399157.1	unplaced-scaffold	2169			Contig322
GCF_016920845.1	Primary Assembly	Un			JACDQR010000305.1	Chromosome		NW_024399167.1	unplaced-scaffold	2423			Contig323
GCF_016920845.1	Primary Assembly	Un			JACDQR010000306.1	Chromosome		NW_024399173.1	unplaced-scaffold	7863			Contig324
GCF_016920845.1	Primary Assembly	Un			JACDQR010000307.1	Chromosome		NW_024399181.1	unplaced-scaffold	1301			Contig325
GCF_016920845.1	Primary Assembly	Un			JACDQR010000308.1	Chromosome		NW_024399190.1	unplaced-scaffold	1267			Contig326
GCF_016920845.1	Primary Assembly	Un			JACDQR010000309.1	Chromosome		NW_024399197.1	unplaced-scaffold	2603			Contig327
GCF_016920845.1	Primary Assembly	Un			JACDQR010000310.1	Chromosome		NW_024399206.1	unplaced-scaffold	1608			Contig328
GCF_016920845.1	Primary Assembly	Un			JACDQR010000311.1	Chromosome		NW_024399217.1	unplaced-scaffold	1106			Contig329
GCF_016920845.1	Primary Assembly	Un			JACDQR010000312.1	Chromosome		NW_024399228.1	unplaced-scaffold	8683			Contig330
GCF_016920845.1	Primary Assembly	Un			JACDQR010000313.1	Chromosome		NW_024399238.1	unplaced-scaffold	1992			Contig331
GCF_016920845.1	Primary Assembly	Un			JACDQR010000314.1	Chromosome		NW_024399247.1	unplaced-scaffold	2938			Contig332
GCF_016920845.1	Primary Assembly	Un			JACDQR010000315.1	Chromosome		NW_024399257.1	unplaced-scaffold	4424			Contig333
GCF_016920845.1	Primary Assembly	Un			JACDQR010000316.1	Chromosome		NW_024399266.1	unplaced-scaffold	4401			Contig334
GCF_016920845.1	Primary Assembly	Un			JACDQR010000317.1	Chromosome		NW_024399276.1	unplaced-scaffold	3644			Contig335
GCF_016920845.1	Primary Assembly	Un			JACDQR010000318.1	Chromosome		NW_024399283.1	unplaced-scaffold	2626			Contig336
GCF_016920845.1	Primary Assembly	Un			JACDQR010000319.1	Chromosome		NW_024399290.1	unplaced-scaffold	7245			Contig337
GCF_016920845.1	Primary Assembly	Un			JACDQR010000320.1	Chromosome		NW_024399291.1	unplaced-scaffold	3537			Contig338
GCF_016920845.1	Primary Assembly	Un			JACDQR010000321.1	Chromosome		NW_024399292.1	unplaced-scaffold	3255			Contig339
GCF_016920845.1	Primary Assembly	Un			JACDQR010000322.1	Chromosome		NW_024399294.1	unplaced-scaffold	10093			Contig340
GCF_016920845.1	Primary Assembly	Un			JACDQR010000323.1	Chromosome		NW_024399295.1	unplaced-scaffold	2413			Contig341
GCF_016920845.1	Primary Assembly	Un			JACDQR010000324.1	Chromosome		NW_024399296.1	unplaced-scaffold	9557			Contig342
GCF_016920845.1	Primary Assembly	Un			JACDQR010000325.1	Chromosome		NW_024399297.1	unplaced-scaffold	996			Contig343
GCF_016920845.1	Primary Assembly	Un			JACDQR010000326.1	Chromosome		NW_024399298.1	unplaced-scaffold	5865			Contig344
GCF_016920845.1	Primary Assembly	Un			JACDQR010000327.1	Chromosome		NW_024399299.1	unplaced-scaffold	10180			Contig345
GCF_016920845.1	Primary Assembly	Un			JACDQR010000328.1	Chromosome		NW_024399300.1	unplaced-scaffold	3969			Contig346
GCF_016920845.1	Primary Assembly	Un			JACDQR010000329.1	Chromosome		NW_024399301.1	unplaced-scaffold	40317			Contig347
GCF_016920845.1	Primary Assembly	Un			JACDQR010000330.1	Chromosome		NW_024399302.1	unplaced-scaffold	10673			Contig348
GCF_016920845.1	Primary Assembly	Un			JACDQR010000331.1	Chromosome		NW_024399303.1	unplaced-scaffold	31792			Contig349
GCF_016920845.1	Primary Assembly	Un			JACDQR010000332.1	Chromosome		NW_024399305.1	unplaced-scaffold	11222			Contig350
GCF_016920845.1	Primary Assembly	Un			JACDQR010000333.1	Chromosome		NW_024399306.1	unplaced-scaffold	977			Contig351
GCF_016920845.1	Primary Assembly	Un			JACDQR010000334.1	Chromosome		NW_024399307.1	unplaced-scaffold	1671			Contig352
GCF_016920845.1	Primary Assembly	Un			JACDQR010000335.1	Chromosome		NW_024399308.1	unplaced-scaffold	5098			Contig353
GCF_016920845.1	Primary Assembly	Un			JACDQR010000336.1	Chromosome		NW_024399309.1	unplaced-scaffold	1354			Contig354
GCF_016920845.1	Primary Assembly	Un			JACDQR010000337.1	Chromosome		NW_024399310.1	unplaced-scaffold	306			Contig355
GCF_016920845.1	Primary Assembly	Un			JACDQR010000338.1	Chromosome		NW_024399311.1	unplaced-scaffold	1069			Contig356
GCF_016920845.1	Primary Assembly	Un			JACDQR010000339.1	Chromosome		NW_024399312.1	unplaced-scaffold	10887			Contig357
GCF_016920845.1	Primary Assembly	Un			JACDQR010000340.1	Chromosome		NW_024399313.1	unplaced-scaffold	3992			Contig358
GCF_016920845.1	Primary Assembly	Un			JACDQR010000341.1	Chromosome		NW_024399314.1	unplaced-scaffold	21087			Contig359
GCF_016920845.1	Primary Assembly	Un			JACDQR010000342.1	Chromosome		NW_024399316.1	unplaced-scaffold	8642			Contig360
GCF_016920845.1	Primary Assembly	Un			JACDQR010000343.1	Chromosome		NW_024399317.1	unplaced-scaffold	9819			Contig361
GCF_016920845.1	Primary Assembly	Un			JACDQR010000344.1	Chromosome		NW_024399318.1	unplaced-scaffold	1140			Contig362
GCF_016920845.1	Primary Assembly	Un			JACDQR010000345.1	Chromosome		NW_024399319.1	unplaced-scaffold	3779			Contig363
GCF_016920845.1	Primary Assembly	Un			JACDQR010000346.1	Chromosome		NW_024399320.1	unplaced-scaffold	2483			Contig364
GCF_016920845.1	Primary Assembly	Un			JACDQR010000347.1	Chromosome		NW_024399321.1	unplaced-scaffold	473			Contig365
GCF_016920845.1	Primary Assembly	Un			JACDQR010000348.1	Chromosome		NW_024399322.1	unplaced-scaffold	6657			Contig366
GCF_016920845.1	Primary Assembly	Un			JACDQR010000349.1	Chromosome		NW_024399323.1	unplaced-scaffold	7969			Contig367
GCF_016920845.1	Primary Assembly	Un			JACDQR010000350.1	Chromosome		NW_024399324.1	unplaced-scaffold	3183			Contig368
GCF_016920845.1	Primary Assembly	Un			JACDQR010000351.1	Chromosome		NW_024399325.1	unplaced-scaffold	2152			Contig369
GCF_016920845.1	Primary Assembly	Un			JACDQR010000352.1	Chromosome		NW_024399327.1	unplaced-scaffold	27625			Contig370
GCF_016920845.1	Primary Assembly	Un			JACDQR010000353.1	Chromosome		NW_024399328.1	unplaced-scaffold	15098			Contig371
GCF_016920845.1	Primary Assembly	Un			JACDQR010000354.1	Chromosome		NW_024399329.1	unplaced-scaffold	7580			Contig372
GCF_016920845.1	Primary Assembly	Un			JACDQR010000355.1	Chromosome		NW_024399330.1	unplaced-scaffold	1899			Contig373
GCF_016920845.1	Primary Assembly	Un			JACDQR010000356.1	Chromosome		NW_024399331.1	unplaced-scaffold	10954			Contig374
GCF_016920845.1	Primary Assembly	Un			JACDQR010000357.1	Chromosome		NW_024399332.1	unplaced-scaffold	9931			Contig376
GCF_016920845.1	Primary Assembly	Un			JACDQR010000358.1	Chromosome		NW_024399333.1	unplaced-scaffold	7395			Contig377
GCF_016920845.1	Primary Assembly	Un			JACDQR010000359.1	Chromosome		NW_024399334.1	unplaced-scaffold	1749			Contig378
GCF_016920845.1	Primary Assembly	Un			JACDQR010000360.1	Chromosome		NW_024399335.1	unplaced-scaffold	3348			Contig379
GCF_016920845.1	Primary Assembly	Un			JACDQR010000361.1	Chromosome		NW_024399337.1	unplaced-scaffold	4381			Contig380
GCF_016920845.1	Primary Assembly	Un			JACDQR010000362.1	Chromosome		NW_024399338.1	unplaced-scaffold	3036			Contig381
GCF_016920845.1	Primary Assembly	Un			JACDQR010000363.1	Chromosome		NW_024399339.1	unplaced-scaffold	2074			Contig382
GCF_016920845.1	Primary Assembly	Un			JACDQR010000364.1	Chromosome		NW_024399340.1	unplaced-scaffold	4489			Contig383
GCF_016920845.1	Primary Assembly	Un			JACDQR010000365.1	Chromosome		NW_024399341.1	unplaced-scaffold	34110			Contig384
GCF_016920845.1	Primary Assembly	Un			JACDQR010000366.1	Chromosome		NW_024399342.1	unplaced-scaffold	1193			Contig385
GCF_016920845.1	Primary Assembly	Un			JACDQR010000367.1	Chromosome		NW_024399343.1	unplaced-scaffold	3174			Contig386
GCF_016920845.1	Primary Assembly	Un			JACDQR010000368.1	Chromosome		NW_024399344.1	unplaced-scaffold	2863			Contig387
GCF_016920845.1	Primary Assembly	Un			JACDQR010000369.1	Chromosome		NW_024399345.1	unplaced-scaffold	8852			Contig388
GCF_016920845.1	Primary Assembly	Un			JACDQR010000370.1	Chromosome		NW_024399346.1	unplaced-scaffold	1060			Contig389
GCF_016920845.1	Primary Assembly	Un			JACDQR010000371.1	Chromosome		NW_024399348.1	unplaced-scaffold	11101			Contig390
GCF_016920845.1	Primary Assembly	Un			JACDQR010000372.1	Chromosome		NW_024399349.1	unplaced-scaffold	7012			Contig391
GCF_016920845.1	Primary Assembly	Un			JACDQR010000373.1	Chromosome		NW_024399350.1	unplaced-scaffold	3886			Contig392
GCF_016920845.1	Primary Assembly	Un			JACDQR010000374.1	Chromosome		NW_024399351.1	unplaced-scaffold	34516			Contig393
GCF_016920845.1	Primary Assembly	Un			JACDQR010000375.1	Chromosome		NW_024399352.1	unplaced-scaffold	14316			Contig394
GCF_016920845.1	Primary Assembly	Un			JACDQR010000376.1	Chromosome		NW_024399353.1	unplaced-scaffold	3202			Contig395
GCF_016920845.1	Primary Assembly	Un			JACDQR010000377.1	Chromosome		NW_024399354.1	unplaced-scaffold	1801			Contig397
GCF_016920845.1	Primary Assembly	Un			JACDQR010000378.1	Chromosome		NW_024399355.1	unplaced-scaffold	1967			Contig398
GCF_016920845.1	Primary Assembly	Un			JACDQR010000379.1	Chromosome		NW_024399356.1	unplaced-scaffold	3079			Contig399
GCF_016920845.1	Primary Assembly	Un			JACDQR010000380.1	Chromosome		NW_024399359.1	unplaced-scaffold	2811			Contig400
